,t_cap,t_hh,xlong,ylat
639,1650.0,70.0,242.16811,45.08949
640,1650.0,70.0,242.18601,45.05159
641,1650.0,70.0,242.18131,45.11219
642,1650.0,70.0,242.19911000000002,45.05169
643,1650.0,70.0,242.20901,45.10899
644,1650.0,70.0,242.21622000000002,45.0528
645,1650.0,70.0,242.20531,45.10799
646,1650.0,70.0,242.17410999999998,45.10989
647,1650.0,70.0,242.18421,45.0509
648,1650.0,70.0,242.19031,45.0542
649,1650.0,70.0,242.20711,45.11709
650,1650.0,70.0,242.19321,45.11689
651,1650.0,70.0,242.17242,45.0453
652,1650.0,70.0,242.17011,45.0897
653,1650.0,70.0,242.19540999999998,45.0505
654,1650.0,70.0,242.19961,45.11799
655,1650.0,70.0,242.21031,45.10149
656,1650.0,70.0,242.19361,45.05
657,1650.0,70.0,242.17570999999998,45.09139
658,1650.0,70.0,242.20872,45.05119
659,1650.0,70.0,242.17750999999998,45.11139
660,1650.0,70.0,242.17291,45.10869
661,1650.0,70.0,242.21452,45.05209
662,1650.0,70.0,242.17951,45.11169
663,1650.0,70.0,242.18601,45.11469
664,1650.0,70.0,242.17422,45.0459
665,1650.0,70.0,242.18791,45.11519
666,1650.0,70.0,242.18291,45.113
667,1650.0,70.0,242.17391,45.09069
668,1650.0,70.0,242.17211,45.0901
669,1650.0,70.0,242.21062,45.0514
670,1650.0,70.0,242.21262000000002,45.05169
671,1650.0,70.0,242.19731000000002,45.10199
672,1650.0,70.0,242.21420999999998,45.10199
673,1650.0,70.0,242.20101,45.0519
674,1650.0,70.0,242.20111,45.1027
675,1650.0,70.0,242.20351,45.1074
676,1650.0,70.0,242.20711,45.10859
677,1650.0,70.0,242.19921,45.10239
678,1650.0,70.0,242.19511,45.11709
679,1650.0,70.0,242.18262,45.0501
681,2000.0,78.5,239.52151,45.7772
682,2000.0,78.5,239.42771,45.77959
683,2000.0,78.5,239.49961000000002,45.77979
684,2000.0,78.5,239.43652,45.78859
685,2000.0,78.5,239.48820999999998,45.78349
686,2000.0,78.5,239.42812,45.77779
687,2000.0,78.5,239.51002,45.77929
688,2000.0,78.5,239.46331,45.78809
689,2000.0,78.5,239.52312,45.7799
690,2000.0,78.5,239.51192,45.77499
691,2000.0,78.5,239.44461,45.78809
692,2000.0,78.5,239.53021,45.7772
693,2000.0,78.5,239.42882,45.7757
694,2000.0,78.5,239.51081,45.77269
695,2000.0,78.5,239.48841,45.78119
696,2000.0,78.5,239.49961000000002,45.77779
697,2000.0,78.5,239.52951000000002,45.7734
698,2000.0,78.5,239.52492,45.78449
699,2000.0,78.5,239.52402,45.78259
700,2000.0,78.5,239.50331,45.77329
701,2000.0,78.5,239.47591,45.78209
702,2000.0,78.5,239.51071000000002,45.7767
703,2000.0,78.5,239.42931,45.787
704,2000.0,78.5,239.43021,45.78919
705,2000.0,78.5,239.48852,45.7869
706,2000.0,78.5,239.45422000000002,45.78359
707,2000.0,78.5,239.45332000000002,45.78779
708,2000.0,78.5,239.45281,45.78569
709,2000.0,78.5,239.49211,45.77499
710,2000.0,78.5,239.52711,45.77539
711,2000.0,78.5,239.47881,45.77839
712,2000.0,78.5,239.48631,45.7786
713,2000.0,78.5,239.43581,45.7861
714,2000.0,78.5,239.45222,45.79039
715,2000.0,78.5,239.46301,45.78569
716,2000.0,78.5,239.52122,45.7743
717,2000.0,78.5,239.46242,45.7832
718,2000.0,78.5,239.48660999999998,45.77659
719,2000.0,78.5,239.42831,45.78339
720,2000.0,78.5,239.51151,45.7814
721,2000.0,78.5,239.48251,45.7818
722,2000.0,78.5,239.48852,45.7855
723,2000.0,78.5,239.43591,45.78119
724,2000.0,78.5,239.46341999999999,45.7902
725,2000.0,78.5,239.44461,45.79149
726,2000.0,78.5,239.51092,45.7832
727,2000.0,78.5,239.44501,45.78999
728,2300.0,80.0,239.75880999999998,45.79049
729,2300.0,80.0,239.74201,45.7791
730,2300.0,80.0,239.75621,45.80059
731,2300.0,80.0,239.75922,45.77839
732,2300.0,80.0,239.57542,45.8158
733,2300.0,80.0,239.58881,45.78949
734,2300.0,80.0,239.56391000000002,45.79559
735,2300.0,80.0,239.76942,45.78219
736,2300.0,80.0,239.56471,45.8047
737,2300.0,80.0,239.75621,45.80269
738,2300.0,80.0,239.76141,45.7678
739,2300.0,80.0,239.75880999999998,45.7926
740,2300.0,80.0,239.56491,45.80689
741,2300.0,80.0,239.56591,45.8098
742,2300.0,80.0,239.58801,45.78539
743,2300.0,80.0,239.56391000000002,45.79329
744,2300.0,80.0,239.58202,45.7832
745,2300.0,80.0,239.74221,45.7813
746,2300.0,80.0,239.75621,45.7973
747,2300.0,80.0,239.57082,45.814
748,2300.0,80.0,239.75452,45.8047
749,2300.0,80.0,239.74692,45.794
750,2300.0,80.0,239.77261,45.78439
751,2300.0,80.0,239.75812000000002,45.78259
752,2300.0,80.0,239.74011000000002,45.78819
753,2300.0,80.0,239.57912,45.80729
754,2300.0,80.0,239.77371,45.7888
755,2300.0,80.0,239.74071,45.78339
756,2300.0,80.0,239.74011000000002,45.7903
757,2300.0,80.0,239.75981000000002,45.7762
758,2300.0,80.0,239.75452,45.80679
759,2300.0,80.0,239.56841,45.81189
760,2300.0,80.0,239.77621,45.78619
761,2300.0,80.0,239.58841999999999,45.7874
762,2300.0,80.0,239.75790999999998,45.79519
763,2300.0,80.0,239.57922000000002,45.8093
764,2300.0,80.0,239.77111,45.79079
765,2300.0,80.0,239.76102,45.772
766,2300.0,80.0,239.56491,45.80019
767,2300.0,80.0,239.75861,45.7805
768,2300.0,80.0,239.76171,45.76989
769,2300.0,80.0,239.74011000000002,45.7861
770,2300.0,80.0,239.56441,45.79789
771,2300.0,80.0,239.76040999999998,45.77409
772,2300.0,80.0,239.56471,45.80249
773,2100.0,79.0,239.39891,45.52089
774,2100.0,79.0,239.43822,45.48599
775,2100.0,79.0,239.41862,45.4791
776,2100.0,79.0,239.42622,45.52929
777,2100.0,79.0,239.39830999999998,45.5122
778,2100.0,79.0,239.39941,45.50839
779,2100.0,79.0,239.41322,45.50779
780,2100.0,79.0,239.40131,45.50539
781,2100.0,79.0,239.39841,45.5164
782,2100.0,79.0,239.43981,45.49339
783,2100.0,79.0,239.41782,45.48369
784,2100.0,79.0,239.43822,45.48809
785,2100.0,79.0,239.41821,45.4814
786,2100.0,79.0,239.39881,45.52279
787,2100.0,79.0,239.41911,45.4954
788,2100.0,79.0,239.41751,45.51709
789,2100.0,79.0,239.44031,45.4955
790,2100.0,79.0,239.41561000000002,45.5016
791,2100.0,79.0,239.40041,45.50689
792,2100.0,79.0,239.41241,45.50979
793,2100.0,79.0,239.41911,45.4912
794,2100.0,79.0,239.41890999999998,45.47689
795,2100.0,79.0,239.41361,45.5271
796,2100.0,79.0,239.42471,45.52462
797,2100.0,79.0,239.43812,45.48369
798,2100.0,79.0,239.41511,45.5234
799,2100.0,79.0,239.42681,45.5271
800,2100.0,79.0,239.41280999999998,45.529
801,2100.0,79.0,239.41701,45.48599
802,2100.0,79.0,239.39922,45.52449
803,2100.0,79.0,239.42551,45.5318
804,2100.0,79.0,239.41710999999998,45.5192
805,2100.0,79.0,239.39821999999998,45.51439
806,2100.0,79.0,239.41921000000002,45.49329
807,2100.0,79.0,239.41582,45.5215
808,2100.0,79.0,239.41571,45.49989
809,2100.0,79.0,239.41412,45.50589
810,2100.0,79.0,239.39891,45.5103
811,2100.0,79.0,239.41772,45.49749
812,2100.0,79.0,239.43981,45.4912
813,2100.0,79.0,239.42551,45.5201
814,2100.0,79.0,239.39902,45.51909
815,2100.0,79.0,239.41431,45.52519
816,2100.0,79.0,239.41571,45.5033
817,2100.0,79.0,239.40652,45.5019
818,2100.0,79.0,239.41710999999998,45.48819
819,2100.0,79.0,239.41132,45.51189
820,2100.0,79.0,239.42522,45.522
821,2000.0,67.0,242.21492999999998,46.42329
822,1800.0,67.0,242.19151,46.43369
823,1800.0,67.0,242.19572,46.43219
824,1800.0,67.0,242.19781,46.43179
825,1800.0,67.0,242.19311,46.43269
826,1800.0,67.0,242.16604,46.43324
827,1800.0,67.0,242.12302,46.4469
828,1800.0,67.0,242.18302,46.40947
829,1800.0,67.0,242.13477,46.45634
830,1800.0,67.0,242.12971,46.45689
831,1800.0,67.0,242.19921,46.44099
832,1800.0,67.0,242.18182000000002,46.43169
833,1800.0,67.0,242.19411,46.4475
834,1800.0,67.0,242.22761,46.40759
835,1800.0,67.0,242.13181,46.45659
836,1800.0,67.0,242.18462,46.4087
837,1800.0,67.0,242.18968,46.40643
838,1800.0,67.0,242.13900999999998,46.4554
839,1800.0,67.0,242.20612,46.43979
840,1800.0,67.0,242.20461,46.4408
841,1800.0,67.0,242.15431,46.44819
842,1800.0,67.0,242.15611,46.4475
843,1800.0,67.0,242.18801000000002,46.40719
844,1800.0,67.0,242.18111,46.43819
845,1800.0,67.0,242.20001000000002,46.43079
846,1800.0,67.0,242.20281,46.40379
847,1800.0,67.0,242.20801,46.43929
848,1800.0,67.0,242.18081999999998,46.4329
849,1800.0,67.0,242.22002,46.40929
850,1800.0,67.0,242.12261,46.45779
851,1800.0,67.0,242.19672,46.44659
852,1800.0,67.0,242.16471,46.4343
853,1800.0,67.0,242.16611,46.4464
854,1800.0,67.0,242.15801,46.44709
855,1800.0,67.0,242.13831,46.44479
856,1800.0,67.0,242.12541,46.45789
857,1800.0,67.0,242.22382,46.40849
858,1800.0,67.0,242.16291999999999,46.42723
859,1800.0,67.0,242.22572,46.40809
860,1800.0,67.0,242.12022000000002,46.4581
861,1800.0,67.0,242.14911999999998,46.43229
862,1800.0,67.0,242.14561,46.4502
863,1800.0,67.0,242.11472,46.4507
864,1800.0,67.0,242.16091,46.42769
865,1800.0,67.0,242.17281,46.4302
866,1800.0,67.0,242.14252,46.45329
867,1800.0,67.0,242.12601,46.4432
868,1800.0,67.0,242.14062,46.454
869,1800.0,67.0,242.20201,46.43029
870,1800.0,67.0,242.16772,46.4325
871,1800.0,67.0,242.15081,46.4316
872,1800.0,67.0,242.20091,46.4404
873,1800.0,67.0,242.20803,46.40289
874,1800.0,67.0,242.15942,46.4287
875,1800.0,67.0,242.15260999999998,46.43089
876,1800.0,67.0,242.21080999999998,46.42985
877,1800.0,67.0,242.16941,46.43169
878,1800.0,67.0,242.14400999999998,46.45179
879,1800.0,67.0,242.20551,46.40339
880,1800.0,67.0,242.21301,46.42389
881,1800.0,67.0,242.18381,46.4293
882,1800.0,67.0,242.18291,46.43049
883,1800.0,67.0,242.14712,46.4493
884,1800.0,67.0,242.16171,46.43609
885,1800.0,67.0,242.17442,46.42939
886,1800.0,67.0,242.13671,46.4456
887,1800.0,67.0,242.12402,46.44569
888,1800.0,67.0,242.21001,46.43119
889,1800.0,67.0,242.12752,46.45749
890,1800.0,67.0,242.12501,46.44449
891,1800.0,67.0,242.22189,46.40874
892,1800.0,67.0,242.11732,46.4478
893,1800.0,67.0,242.13512,46.4464
894,1800.0,67.0,242.17111,46.43089
895,1800.0,67.0,242.14902,46.4483
896,1800.0,67.0,242.19902000000002,46.44555
897,1800.0,67.0,242.15251,46.4488
898,1800.0,67.0,242.16441,46.44709
899,1800.0,67.0,242.13683,46.45602
900,1800.0,67.0,242.15991,46.43679
901,1800.0,67.0,242.21841,46.41019
902,1800.0,67.0,242.16322,46.43519
903,1800.0,67.0,242.14731999999998,46.433
904,1800.0,67.0,242.17901999999998,46.43879
905,1800.0,67.0,242.11372,46.45179
906,1800.0,67.0,242.18633,46.40794
907,1800.0,67.0,242.15440999999998,46.4302
908,2500.0,85.0,239.94302,45.5771
909,2500.0,85.0,239.94591,45.56239
910,2500.0,85.0,239.92612,45.60619
911,2500.0,85.0,239.97391,45.59369
912,2500.0,85.0,239.93401,45.5738
913,2500.0,85.0,239.94181,45.56649
914,2500.0,85.0,239.96231,45.60719
915,2500.0,85.0,239.97662,45.56949
916,2500.0,85.0,239.97282,45.5981
917,2500.0,85.0,240.02921,45.58999
918,2500.0,85.0,239.97361999999998,45.59179
919,2500.0,85.0,239.95122,45.60009
920,2500.0,85.0,240.04581000000002,45.57159
921,2500.0,85.0,240.02240999999998,45.6037
922,2500.0,85.0,240.03471000000002,45.57589
923,2500.0,85.0,239.93691,45.57079
924,2500.0,85.0,239.96262000000002,45.61139
925,2500.0,85.0,239.92271,45.6097
926,2500.0,85.0,240.04102,45.54329
927,2500.0,85.0,239.98801,45.5901
928,2500.0,85.0,239.95801,45.58439
929,2500.0,85.0,239.97111,45.6022
930,2500.0,85.0,239.97331,45.58979
931,2500.0,85.0,239.95361,45.5887
932,2500.0,85.0,240.03121,45.5683
933,2500.0,85.0,240.01531,45.5873
934,2500.0,85.0,239.97282,45.5878
935,2500.0,85.0,240.01601,45.58059
936,2500.0,85.0,239.93041,45.5976
937,2500.0,85.0,240.05891,45.55529
938,2500.0,85.0,239.97611,45.5715
939,2500.0,85.0,240.02492,45.57959
940,2500.0,85.0,239.99821,45.56949
941,2500.0,85.0,240.04781,45.5677
942,2500.0,85.0,240.02751,45.57079
943,2500.0,85.0,240.05601000000001,45.54779
944,2500.0,85.0,240.06401,45.5538
945,2500.0,85.0,239.93061,45.60019
946,2500.0,85.0,239.97431,45.59549
947,2500.0,85.0,240.04681,45.5696
948,2500.0,85.0,239.92861,45.59469
949,2500.0,85.0,240.02711,45.592
950,2500.0,85.0,239.97301,45.57719
951,2500.0,85.0,239.95692,45.5864
952,2500.0,85.0,239.95091,45.5948
953,2500.0,85.0,239.92532,45.60239
954,2500.0,85.0,239.94191999999998,45.57909
955,2500.0,85.0,239.99351000000001,45.5799
956,2500.0,85.0,240.01421,45.5845
957,2500.0,85.0,240.02641,45.59829
958,2500.0,85.0,239.92731,45.60449
959,2500.0,85.0,239.92391,45.6083
960,2500.0,85.0,240.05491999999998,45.56229
961,2500.0,85.0,240.04011,45.5458
962,2500.0,85.0,240.05171,45.55159
963,2500.0,85.0,240.03722,45.59739
964,2500.0,85.0,239.93141,45.5868
965,2500.0,85.0,239.96891,45.60389
966,2500.0,85.0,240.01900999999998,45.5952
967,2500.0,85.0,240.04102,45.56199
968,2500.0,85.0,239.93321,45.5756
969,2500.0,85.0,239.99661,45.57399
970,2500.0,85.0,240.04480999999998,45.5734
971,2500.0,85.0,240.02402,45.55449
972,2500.0,85.0,240.03881,45.5481
973,2500.0,85.0,240.01351,45.60189
974,2500.0,85.0,239.94382000000002,45.5644
975,2500.0,85.0,240.05811,45.5505
976,2500.0,85.0,240.00912,45.59729
977,2500.0,85.0,240.01981,45.54569
978,2500.0,85.0,239.92931,45.59119
979,2500.0,85.0,240.03321,45.58659
980,2500.0,85.0,240.02132,45.55959
981,2500.0,85.0,239.95011,45.60209
982,2500.0,85.0,239.99121,45.5841
983,2500.0,85.0,240.03831,45.56429
984,2500.0,85.0,239.93711000000002,45.56849
985,2500.0,85.0,239.93151,45.585
986,2500.0,85.0,240.02142,45.56229
987,2500.0,85.0,239.97472,45.57539
988,2500.0,85.0,240.01461,45.5999
989,2500.0,85.0,240.00411,45.5986
990,2500.0,85.0,240.04891,45.56569
991,2500.0,85.0,240.03231,45.5384
992,2500.0,85.0,240.02531,45.5776
993,2500.0,85.0,240.02312,45.55729
994,2500.0,85.0,239.95901,45.58249
995,2500.0,85.0,239.99232,45.5822
996,2500.0,85.0,239.95222,45.5981
997,2500.0,85.0,240.05601000000001,45.5603
998,2500.0,85.0,240.03131000000002,45.58789
999,2500.0,85.0,240.02341,45.60169
1000,2500.0,85.0,239.97111,45.5794
1001,2500.0,85.0,240.03542,45.5855
1002,2500.0,85.0,239.99551,45.57599
1003,2500.0,85.0,240.04111,45.5584
1004,2500.0,85.0,240.02721,45.59639
1005,2500.0,85.0,239.95122,45.5906
1006,2500.0,85.0,239.99761,45.572
1007,2500.0,85.0,240.01521,45.5826
1008,2500.0,85.0,239.98901,45.5882
1009,2500.0,85.0,239.96371,45.60529
1010,2500.0,85.0,240.05701,45.55829
1011,2500.0,85.0,240.02670999999998,45.57309
1012,2500.0,85.0,239.99421999999998,45.57789
1013,2500.0,85.0,239.99000999999998,45.58619
1014,2500.0,85.0,240.03542,45.5668
1015,2500.0,85.0,240.02821,45.59449
1016,2500.0,85.0,239.93162,45.58889
1017,2500.0,85.0,239.97192,45.60029
1018,2500.0,85.0,240.03632,45.59459
1019,2500.0,85.0,240.01251000000002,45.60379
1020,2500.0,85.0,239.94191999999998,45.58099
1021,2500.0,85.0,239.97541,45.5733
1022,2500.0,85.0,240.00861,45.58889
1023,2500.0,85.0,239.93262,45.58279
1024,2000.0,80.0,242.72572,44.42536
1025,2000.0,80.0,242.72848,44.42585
1026,2000.0,80.0,242.73503,44.42535
1027,2000.0,80.0,242.73775,44.4261
1028,2000.0,80.0,242.73164,44.4251
1029,2400.0,80.0,239.78551,45.8938
1030,2400.0,80.0,239.80930999999998,45.9097
1031,2400.0,80.0,239.72382,45.95879
1032,2400.0,80.0,239.79851,45.90189
1033,2400.0,80.0,239.83330999999998,45.88799
1034,2400.0,80.0,239.75041,45.95829
1035,2400.0,80.0,239.76631,45.9133
1036,2400.0,80.0,239.80231,45.9139
1037,2400.0,80.0,239.77521000000002,45.9012
1038,2400.0,80.0,239.75952,45.92296
1039,2400.0,80.0,239.77831,45.89949
1040,2400.0,80.0,239.82822,45.90699
1041,2400.0,80.0,239.80271,45.92199
1042,2400.0,80.0,239.77191,45.90299
1043,2400.0,80.0,239.80531000000002,45.91979
1044,2400.0,80.0,239.83841999999999,45.8839
1045,2400.0,80.0,239.72832,45.95429
1046,2400.0,80.0,239.81841,45.90059
1047,2400.0,80.0,239.67257,45.93251
1048,2400.0,80.0,239.80621,45.91229
1049,2400.0,80.0,239.75531999999998,45.954
1050,2400.0,80.0,239.82051,45.89829
1051,2400.0,80.0,239.75671,45.926
1052,2400.0,80.0,239.79511,45.90339
1053,2400.0,80.0,239.81712,45.918
1054,2400.0,80.0,239.72111,45.9661
1055,2400.0,80.0,239.81716,45.90351
1056,2400.0,80.0,239.82851,45.9041
1057,2400.0,80.0,239.73482,45.9484
1058,2400.0,80.0,239.83102,45.88979
1059,2400.0,80.0,239.76631,45.94669
1060,2400.0,80.0,239.80816,45.89092
1061,2400.0,80.0,239.80340999999999,45.89269
1062,2400.0,80.0,239.78922,45.90774
1063,2400.0,80.0,239.72601,45.9567
1064,2400.0,80.0,239.78601,45.89059
1065,2400.0,80.0,239.82241,45.89599
1066,2400.0,80.0,239.78551,45.88759
1067,2400.0,80.0,239.81201,45.88879
1068,2400.0,80.0,239.76862,45.9078
1069,2400.0,80.0,239.81261,45.9082
1070,2400.0,80.0,239.79811,45.897
1071,2400.0,80.0,239.83652,45.88609
1072,2400.0,80.0,239.76631,45.91029
1073,2400.0,80.0,239.71822,45.96859
1074,2400.0,80.0,239.76961,45.90519
1075,2400.0,80.0,239.76549,45.91634
1076,2400.0,80.0,239.77091000000001,45.94449
1077,2400.0,80.0,239.76112,45.94869
1078,2400.0,80.0,239.71961,45.96259
1079,2400.0,80.0,239.75231,45.93039
1080,2400.0,80.0,239.76521,45.91909
1081,2400.0,80.0,239.79262,45.9055
1082,2400.0,80.0,239.80151,45.89599
1083,2400.0,80.0,239.75331,45.9563
1084,2400.0,80.0,239.75642,45.95079
1085,2400.0,80.0,239.78931,45.883
1086,2400.0,80.0,239.73421000000002,45.9512
1087,2400.0,80.0,239.75041,45.93309
1088,2400.0,80.0,239.81517,45.90577
1089,2400.0,80.0,239.81481,45.92019
1090,2400.0,80.0,239.78681,45.88509
1091,2400.0,80.0,239.76341,45.92159
1092,2400.0,80.0,239.75462,45.9283
1093,1500.0,65.0,239.45255,45.55556
1094,1500.0,65.0,239.44830000000002,45.56281
1095,1500.0,65.0,239.45454999999998,45.55388
1096,1500.0,65.0,239.44828,45.56566
1097,1500.0,65.0,239.44826,45.57332
1098,1500.0,65.0,239.44829,45.56907
1099,1500.0,65.0,239.44826,45.57048
1100,1500.0,65.0,239.44932,45.55916
1101,1500.0,65.0,239.44826999999998,45.56765
1102,1500.0,65.0,239.44825,45.57618
1103,1500.0,65.0,239.44931,45.55772
1104,1500.0,65.0,239.44832,45.56425
1105,1500.0,65.0,239.44824,45.57473
1106,1500.0,65.0,239.44934999999998,45.56059
1107,1500.0,65.0,239.45476,45.55249
1108,1500.0,80.0,239.43711000000002,45.59629
1109,1500.0,80.0,239.42351,45.58279
1110,1500.0,80.0,239.42351,45.5812
1111,1500.0,80.0,239.41101,45.60399
1112,1500.0,80.0,239.42750999999998,45.56509
1113,1500.0,80.0,239.41151000000002,45.61049
1114,1500.0,80.0,239.41122000000001,45.58629
1115,1500.0,80.0,239.42602,45.56839
1116,1500.0,80.0,239.39961,45.57779
1117,1500.0,80.0,239.43742,45.59269
1118,1500.0,80.0,239.44131,45.59039
1119,1500.0,80.0,239.40600999999998,45.5635
1120,1500.0,80.0,239.44251,45.58569
1121,1500.0,80.0,239.41181,45.60709
1122,1500.0,80.0,239.40714,45.56551
1123,1500.0,80.0,239.42371,45.5748
1124,1500.0,80.0,239.41091,45.60049
1125,1500.0,80.0,239.41161,45.60889
1126,1500.0,80.0,239.43711000000002,45.59779
1127,1500.0,80.0,239.39961,45.5813
1128,1500.0,80.0,239.42750999999998,45.56649
1129,1500.0,80.0,239.41091,45.6022
1130,1500.0,80.0,239.41122000000001,45.5916
1131,1500.0,80.0,239.40501,45.5738
1132,1500.0,80.0,239.42750999999998,45.56339
1133,1500.0,80.0,239.39961,45.57959
1134,1500.0,80.0,239.42681,45.558
1135,1500.0,80.0,239.42361,45.57769
1136,1500.0,80.0,239.41151000000002,45.61219
1137,1500.0,80.0,239.39961,45.57589
1138,1500.0,80.0,239.42671,45.55629
1139,1500.0,80.0,239.44141000000002,45.58699
1140,1500.0,80.0,239.42581,45.57
1141,1500.0,80.0,239.42371,45.5733
1142,1500.0,80.0,239.39961,45.5831
1143,1500.0,80.0,239.40791000000002,45.5677
1144,1500.0,80.0,239.42371,45.5762
1145,1500.0,80.0,239.42577,45.57161
1146,1500.0,80.0,239.40611,45.57169
1147,1500.0,80.0,239.41101,45.5952
1148,1500.0,80.0,239.41101,45.59689
1149,1500.0,80.0,239.42361,45.57929
1150,1500.0,80.0,239.44131,45.58889
1151,1500.0,80.0,239.42691000000002,45.56159
1152,1500.0,80.0,239.41091,45.599
1153,1500.0,80.0,239.40721000000002,45.56979
1154,1500.0,80.0,239.43732,45.59469
1155,1500.0,80.0,239.41122000000001,45.58979
1156,1500.0,80.0,239.41122000000001,45.5934
1157,1500.0,80.0,239.42691000000002,45.55949
1158,2300.0,80.0,239.51472,45.60309
1159,2300.0,80.0,239.51871,45.5822
1160,1500.0,80.0,239.36352,45.54279
1161,1500.0,80.0,239.34190999999998,45.5393
1162,1500.0,80.0,239.44112,45.60119
1163,2300.0,80.0,239.46961,45.56649
1164,2300.0,80.0,239.51341,45.5869
1165,2300.0,80.0,239.47071,45.579
1166,2300.0,80.0,239.51341,45.5911
1167,1500.0,80.0,239.37872,45.56109
1168,2300.0,80.0,239.49412,45.57729
1169,1500.0,80.0,239.38612,45.54519
1170,1500.0,80.0,239.44681,45.60939
1171,2300.0,80.0,239.47082,45.57729
1172,2300.0,80.0,239.49412,45.579
1173,2300.0,80.0,239.48841,45.59119
1174,1500.0,80.0,239.33701000000002,45.54649
1175,1500.0,80.0,239.36211,45.5472
1176,1500.0,80.0,239.38630999999998,45.5495
1177,1500.0,80.0,239.48151000000001,45.61169
1178,1500.0,80.0,239.36301,45.54139
1179,2300.0,80.0,239.48831,45.5967
1180,2300.0,80.0,239.47071,45.5817
1181,2300.0,80.0,239.46802,45.59369
1182,2300.0,80.0,239.46961,45.56479
1183,1500.0,80.0,239.44112,45.60399
1184,1500.0,80.0,239.33701000000002,45.5496
1185,1500.0,80.0,239.44821000000002,45.57769
1186,2300.0,80.0,239.46802,45.60249
1187,1500.0,80.0,239.48140999999998,45.61729
1188,1500.0,80.0,239.44681,45.62209
1189,2300.0,80.0,239.49291,45.58069
1190,1500.0,80.0,239.44681,45.61639
1191,2300.0,80.0,239.51971,45.58009
1192,1500.0,80.0,239.48151000000001,45.61869
1193,2300.0,80.0,239.46802,45.6042
1194,1500.0,80.0,239.33701000000002,45.55109
1195,2300.0,80.0,239.49191000000002,45.58659
1196,1500.0,80.0,239.48151000000001,45.60889
1197,1500.0,80.0,239.44681,45.60659
1198,1500.0,80.0,239.43331,45.54239
1199,2300.0,80.0,239.48841,45.6009
1200,1500.0,80.0,239.34190999999998,45.53639
1201,1500.0,80.0,239.44681,45.61499
1202,1500.0,80.0,239.41141,45.6167
1203,1500.0,80.0,239.44821000000002,45.5827
1204,1500.0,80.0,239.38481000000002,45.55249
1205,1500.0,80.0,239.48151000000001,45.61309
1206,2300.0,80.0,239.48841,45.59919
1207,1500.0,80.0,239.33701000000002,45.5481
1208,2300.0,80.0,239.49191000000002,45.58489
1209,1500.0,80.0,239.48151000000001,45.60749
1210,1500.0,80.0,239.44681,45.61779
1211,2300.0,80.0,239.46951,45.56299
1212,1500.0,80.0,239.34190999999998,45.54359
1213,1500.0,80.0,239.48151000000001,45.60609
1214,2300.0,80.0,239.46802,45.59739
1215,2300.0,80.0,239.51482,45.60489
1216,1500.0,80.0,239.39501,45.5412
1217,1500.0,80.0,239.34190999999998,45.54079
1218,1500.0,80.0,239.33781,45.5584
1219,2300.0,80.0,239.48831,45.59499
1220,1500.0,80.0,239.43331,45.54829
1221,1500.0,80.0,239.43331,45.5501
1222,1500.0,80.0,239.43331,45.54689
1223,1500.0,80.0,239.37872,45.55959
1224,1500.0,80.0,239.48151000000001,45.61029
1225,2300.0,80.0,239.46802,45.59119
1226,1500.0,80.0,239.43311,45.54549
1227,1500.0,80.0,239.48151000000001,45.61589
1228,2300.0,80.0,239.46802,45.59539
1229,2300.0,80.0,239.46802,45.59909
1230,1500.0,80.0,239.33701000000002,45.55249
1231,1500.0,80.0,239.39501,45.54269
1232,1500.0,80.0,239.38711,45.54799
1233,1500.0,80.0,239.44681,45.60799
1234,2300.0,80.0,239.51361,45.59469
1235,1500.0,80.0,239.36211,45.5501
1236,2300.0,80.0,239.49191000000002,45.58849
1237,2300.0,80.0,239.47071,45.5756
1238,2300.0,80.0,239.51361,45.5929
1239,1500.0,80.0,239.48151000000001,45.6144
1240,2300.0,80.0,239.49311,45.58239
1241,1500.0,80.0,239.44681,45.61219
1242,2300.0,80.0,239.51351,45.58899
1243,1500.0,80.0,239.34201000000002,45.54499
1244,1500.0,80.0,239.36211,45.5487
1245,1500.0,80.0,239.43331,45.54099
1246,1500.0,80.0,239.44681,45.61079
1247,1500.0,80.0,239.38711,45.54659
1248,1500.0,80.0,239.44112,45.60259
1249,2300.0,80.0,239.51372,45.59649
1250,1500.0,80.0,239.41141,45.61509
1251,1500.0,80.0,239.41141,45.61369
1252,1500.0,80.0,239.44681,45.61359
1253,1500.0,80.0,239.44681,45.62069
1254,1500.0,80.0,239.33781,45.55679
1255,1500.0,80.0,239.36282,45.5458
1256,2300.0,80.0,239.51400999999998,45.5995
1257,1500.0,80.0,239.44821000000002,45.58099
1258,2300.0,80.0,239.48831,45.5929
1259,1500.0,80.0,239.34190999999998,45.5379
1260,2300.0,80.0,239.51461,45.60119
1261,1500.0,80.0,239.42991999999998,45.5519
1262,2300.0,80.0,239.51321000000002,45.58479
1263,1500.0,80.0,239.37872,45.55679
1264,2300.0,80.0,239.47051,45.56939
1265,1500.0,80.0,239.38531,45.54379
1266,1500.0,80.0,239.44681,45.61929
1267,1500.0,80.0,239.38630999999998,45.5509
1268,1500.0,80.0,239.37872,45.55819
1269,2300.0,80.0,239.46802,45.6008
1270,1500.0,80.0,239.37872,45.55529
1271,1500.0,80.0,239.33701000000002,45.55399
1272,1500.0,80.0,239.43331,45.5439
